track_ids,track_names,artists,first_artists,danceability,energy,loudness,mode,acousticness,instrumentalness,valence,tempo,mood
6IbnUaczZBT34DhaD6S18F,Bubblegum Bitch,['MARINA'],MARINA,0.495,0.856,-5.123,0,0.000219,0.0,0.609,158.024,happy
5OCJzvD7sykQEKHH7qAC3C,God is a woman,['Ariana Grande'],Ariana Grande,0.602,0.658,-5.934,1,0.0233,6e-05,0.268,145.031,happy
37f4ITSlgPX81ad2EvmVQr,Fight Song,['Rachel Platten'],Rachel Platten,0.564,0.714,-4.987,1,0.0549,0.0,0.33,175.924,happy
3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,"['Eve', 'Gwen Stefani', 'Stevie J']",Eve,0.908,0.557,-4.243,0,0.242,0.0,0.897,90.032,happy
5K6Ssv4Z3zRvxt0P6EKUAP,Heartbreak Anthem (with David Guetta & Little Mix),"['Galantis', 'David Guetta', 'Little Mix']",Galantis,0.595,0.784,-4.878,1,0.216,0.0,0.479,124.111,happy
3qeMtqV38UWPZfps7mPTUE,No.1 (feat. Tems),"['Tyla', 'Tems']",Tyla,0.878,0.77,-5.281,1,0.00914,0.00278,0.426,121.027,happy
22sLuJYcvZOSoLLRYev1s5,Material Girl,['Madonna'],Madonna,0.742,0.883,-3.419,1,0.335,7.51e-06,0.978,136.506,happy
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,['Dua Lipa'],Dua Lipa,0.794,0.793,-4.521,0,0.0125,0.0,0.677,123.941,happy
3TcL0dyCMyr0kyTTc4NLgI,Who Says,['Selena Gomez & The Scene'],Selena Gomez & The Scene,0.682,0.927,-2.915,1,0.0843,0.0,0.744,101.019,happy
4laAKIq9ZxBCwf99rauPYb,Remember,"['Becky Hill', 'David Guetta']",Becky Hill,0.612,0.862,-2.903,1,0.041,0.0,0.354,123.849,happy
6oJ6le65B3SEqPwMRNXWjY,Higher Love,"['Kygo', 'Whitney Houston']",Kygo,0.693,0.678,-7.159,1,0.0151,5.71e-06,0.404,103.952,happy
2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,['Fifth Harmony'],Fifth Harmony,0.596,0.851,-4.245,0,0.0358,3.19e-05,0.612,202.049,happy
0tV8pOpiNsKqUys0ilUcXz,Rise Up,['Andra Day'],Andra Day,0.398,0.316,-7.031,1,0.805,0.0,0.174,118.582,happy
6F5c58TMEs1byxUstkzVeM,Roar,['Katy Perry'],Katy Perry,0.671,0.771,-4.821,0,0.00492,7.28e-06,0.436,90.003,happy
4ijd1rkMYDh4D7rxi3O8Jf,Fria,['Anitta'],Anitta,0.806,0.793,-3.297,0,0.0238,0.0,0.603,129.936,happy
4ztdjZ2t7BVo5DLIFQBdJh,Jericho,['Iniko'],Iniko,0.721,0.541,-8.924,0,0.528,0.0,0.616,153.919,happy
4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,['Nicki Minaj'],Nicki Minaj,0.95,0.891,-2.653,1,0.0645,1.77e-05,0.912,133.01,happy
4FWbsd91QSvgr1dSWwW51e,TRUSTFALL,['P!nk'],P!nk,0.636,0.888,-3.889,1,0.00162,0.000216,0.25,122.032,happy
1o8Z7GD1CeOaVBEyuzu4HO,On My Mama,['Victoria Monét'],Victoria Monét,0.481,0.539,-7.865,0,0.551,0.00539,0.621,153.277,happy
20BOju91NaEFK5Py4VJ2pp,Best Friend (feat. Doja Cat),"['Saweetie', 'Doja Cat']",Saweetie,0.84,0.766,-4.12,1,0.00302,3.61e-06,0.402,94.018,happy
5vTPxzm4h2bY9rYyVrGEU5,Really Don't Care,"['Demi Lovato', 'Cher Lloyd']",Demi Lovato,0.706,0.728,-3.602,1,0.123,0.0,0.851,121.017,happy
7lidXGPXPYLNThITAOTlkK,You should be sad,['Halsey'],Halsey,0.591,0.585,-6.35,1,0.143,0.0,0.323,110.943,happy
1N3dZ7TTWO6VcD4Y3hHYLZ,Try Everything,['Shakira'],Shakira,0.705,0.609,-4.897,1,0.0257,0.0,0.476,115.474,happy
6UnCGAEmrbGIOSmGRZQ1M2,Light On,['Maggie Rogers'],Maggie Rogers,0.657,0.569,-6.287,1,0.201,1.38e-05,0.399,102.054,happy
2oxtQ84p1j5GmyzmD50Lq0,Rich Girl,"['Gwen Stefani', 'Eve']",Gwen Stefani,0.856,0.746,-2.728,0,0.0292,1.53e-05,0.761,98.018,happy
2rmwqU7yzTvzkiaRV53DpT,2 Be Loved (Am I Ready),['Lizzo'],Lizzo,0.721,0.769,-4.111,1,0.0922,0.0,0.915,155.932,happy
6aDsgHPZsMztSbZernzlF8,Someday,['OneRepublic'],OneRepublic,0.576,0.679,-7.237,1,0.0311,0.0,0.213,121.005,happy
3nOz1U41SZZ0N3fuUWr9nb,I AM WOMAN,['Emmy Meli'],Emmy Meli,0.646,0.471,-9.247,1,0.122,0.0,0.455,170.084,happy
6sZo5nJIsFWXefRCCexpx0,Never Gonna Not Dance Again,['P!nk'],P!nk,0.668,0.802,-4.005,0,0.0273,0.0,0.769,113.796,happy
3WVhkjB7Y4xFruqoCAajBb,Sue Me,['Sabrina Carpenter'],Sabrina Carpenter,0.46,0.809,-5.415,1,0.0422,5.04e-05,0.609,157.184,happy
4c46OwwVzZ2TpWCfvxCrUC,F* OFF,"['Kenia OS', 'Bella Poarch']",Kenia OS,0.887,0.665,-4.414,1,0.15,0.0,0.815,120.011,happy
4svaKoxMMP7ImmKrD5hfQu,Victoria's Secret,['Jax'],Jax,0.586,0.556,-7.639,1,0.00655,0.0,0.517,167.018,happy
2DtUUBwYwEzKMTMDrc5EiO,girls like me don't cry,['thủy'],thủy,0.857,0.557,-5.713,0,0.403,0.0,0.462,109.987,happy
38RLObegC9ggpKPRVQDc1g,AMERICAN HORROR SHOW,['SNOW WIFE'],SNOW WIFE,0.63,0.763,-4.89,1,0.0393,0.0,0.295,162.152,happy
0V8FYVlBFuXXTIvRnMbZyS,The Climb,['Miley Cyrus'],Miley Cyrus,0.327,0.588,-6.611,1,0.0834,0.0,0.329,161.074,happy
5Ti3fqGTfjUsSdylFNy0Ng,Tomboy,['Destiny Rogers'],Destiny Rogers,0.644,0.645,-5.437,0,0.423,0.00512,0.459,77.998,happy
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,"['Elton John', 'Dua Lipa', 'PNAU']",Elton John,0.796,0.798,-6.312,1,0.034,4.19e-05,0.942,116.032,happy
7leW1Dmvs9A4oDh9i5Qwpz,These Words,"['Badger', 'Natasha Bedingfield']",Badger,0.595,0.989,-2.695,1,0.017,0.0,0.223,129.989,happy
7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),"['Alok', 'Ella Eyre', 'Kenny Dope', 'Never Dull']",Alok,0.687,0.818,-4.221,1,0.0112,0.0,0.886,125.952,happy
40SBS57su9xLiE1WqkXOVr,Afraid To Feel,['LF SYSTEM'],LF SYSTEM,0.578,0.912,-3.929,1,0.0166,0.00362,0.68,127.87,happy
1bgKMxPQU7JIZEhNsM1vFs,Words (feat. Zara Larsson),"['Alesso', 'Zara Larsson']",Alesso,0.739,0.586,-5.079,0,0.0245,0.000252,0.444,124.026,happy
3YgtkOxZsTuaZdL8McA1FQ,adore u,"['Fred again..', 'Obongjayar']",Fred again..,0.747,0.867,-7.311,1,0.582,0.00413,0.684,124.015,happy
787Y2idwCU2Rk60Prv4wpr,Saving Up,['Dom Dolla'],Dom Dolla,0.747,0.822,-6.373,0,0.00353,0.132,0.578,129.994,happy
6xp1u6ZEHXX8DxJIFFrVoP,Little Things x Gypsy Woman - L BEATS MASHUP,['Jorja Smith'],Jorja Smith,0.644,0.879,-5.204,0,0.00423,6.91e-06,0.808,126.935,happy
3nEHrvNNtgLv9rneTAYVr4,Heaven Takes You Home (feat. Connie Constance),"['Swedish House Mafia', 'Connie Constance']",Swedish House Mafia,0.665,0.738,-5.931,0,0.0124,0.00598,0.0389,125.037,happy
14S2VMZRhekYGluotZ4pqg,"Patadas de Ahogado / LATÍN MAFIA, HUMBE - Rework",['HUGEL'],HUGEL,0.706,0.629,-11.408,1,0.159,0.34,0.471,123.044,happy
1TcF5F10EN17vraisG1gQv,Happier (feat. Clementine Douglas),"['The Blessed Madonna', 'Clementine Douglas']",The Blessed Madonna,0.785,0.831,-3.681,1,0.0038,0.0105,0.673,126.056,happy
1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),"['Nathan Dawe', 'Ella Henderson']",Nathan Dawe,0.621,0.785,-4.499,1,0.0165,5.92e-06,0.779,123.96,happy
39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All) - Edit,"['Eliza Rose', 'Interplanetary Criminal']",Eliza Rose,0.733,0.921,-7.077,1,0.161,0.662,0.729,136.996,happy
3YfGTvsTAWGC2lgoDOikUz,One in a Million,"['Bebe Rexha', 'David Guetta']",Bebe Rexha,0.454,0.931,-4.083,1,0.238,0.000623,0.462,137.945,happy
7hdNTegC0TCKKoxB6GTFH3,Lighter,"['Galantis', 'David Guetta', '5 Seconds of Summer']",Galantis,0.674,0.799,-4.889,1,0.133,0.0,0.578,124.933,happy
1vQWFjEC34DHNXrRTFjDxe,All Night Long,"['Kungs', 'David Guetta', 'Izzy Bizu']",Kungs,0.704,0.919,-4.142,0,0.174,0.00787,0.45,126.044,happy
4luohviQijMNU3yWu8xUMr,Beat Of Your Heart,"['Purple Disco Machine', 'ÁSDÍS']",Purple Disco Machine,0.751,0.755,-5.183,1,0.00293,9.32e-06,0.496,120.97,happy
3JlHRjPt2TNB9h7VFf0im2,Weekends,"['Jonas Blue', 'Felix Jaehn']",Jonas Blue,0.593,0.951,-3.341,1,0.033,2.7e-05,0.504,148.984,happy
2cSdAkzAf2T4j4aLvx4LLz,Baby Girl,['Disco Lines'],Disco Lines,0.73,0.907,-3.72,1,0.0921,0.114,0.249,120.968,happy
3CqaTHbiU2nBy3Ar9RnDHN,Baddy On The Floor,"['Jamie xx', 'Honey Dijon']",Jamie xx,0.652,0.877,-6.281,0,0.00307,0.699,0.562,124.024,happy
2LxdNADWier3MKTei8FbOY,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),"['Oliver Heldens', 'Nile Rodgers', 'House Gospel Choir']",Oliver Heldens,0.686,0.892,-3.186,0,0.0577,7.11e-06,0.752,126.03,happy
2f2dRxjiUOoV5qhZFbnVO6,Rule The World (Everybody),"['Tiësto', 'Tears For Fears', 'NIIKO X SWAE', 'GUDFELLA']",Tiësto,0.627,0.998,-1.699,0,0.031,0.0219,0.157,127.975,happy
3Kwj07sN1wdzlRNMU8rNX0,How You Feel (Ft. Leven Kali),"['ANOTR', 'Erik Bandt', 'Leven Kali']",ANOTR,0.71,0.665,-7.103,0,0.191,0.0111,0.487,127.997,happy
0vR2rIVORmgeKiGIgNT0fV,By Your Side (feat. Tom Grennan),"['Calvin Harris', 'Tom Grennan']",Calvin Harris,0.733,0.96,-3.597,1,0.0514,0.00199,0.811,124.01,happy
21H0pUV2uPIPcFnFhgTBjo,Woke Up in Love,"['Kygo', 'Gryffin', 'Calum Scott']",Kygo,0.643,0.585,-5.994,1,0.225,0.0,0.188,106.015,happy
3LEgGAl9zLcQWGTp7ptqtQ,Don’t Wake Me Up,"['Jonas Blue', ""Why Don't We""]",Jonas Blue,0.621,0.747,-5.084,1,0.222,0.000194,0.426,124.015,happy
5OLSGox6JVpAyEQuoSYRcs,Better Than This,"['John Summit', 'Parachute Youth']",John Summit,0.673,0.839,-6.787,0,0.0177,0.416,0.24,125.03,happy
1GL7vwDnPqCnJ2xGNxNLwG,These Nights,"['Loud Luxury', 'KIDDO']",Loud Luxury,0.643,0.714,-5.504,0,0.00444,2.85e-06,0.205,120.027,happy
2Rhh3ZhukJfTKoBVzIYTaf,Murder On The Dancefloor - PNAU Remix,"['Sophie Ellis-Bextor', 'PNAU']",Sophie Ellis-Bextor,0.696,0.827,-4.628,1,0.0924,0.0,0.787,116.0,happy
4CUX44NA1CPEzd0ibMLQsL,Make Me Feel Good,"['Belters Only', 'Jazzy']",Belters Only,0.773,0.74,-8.169,0,0.0627,0.00183,0.504,124.014,happy
4RAR8g8fZNB106ezUurnE0,Dancing Feet (feat. DNCE),"['Kygo', 'DNCE']",Kygo,0.75,0.797,-4.826,1,0.293,0.0,0.523,105.949,happy
3ec1mgb7R6yhRvzp3DaTus,All For Love,"['Felix Jaehn', 'Sandro Cavazza']",Felix Jaehn,0.573,0.736,-6.882,1,0.0616,0.0,0.185,126.014,happy
3aNxfCcd9EohIxKmcQv1zn,Eternity,"['Timmy Trumpet', 'KSHMR', 'Bassjackers']",Timmy Trumpet,0.591,0.921,-5.572,0,0.00261,0.00512,0.436,140.063,happy
0hJfuyUwtEYMlGgvr3nzz9,Serotonin Moonbeams,['The Blessed Madonna'],The Blessed Madonna,0.817,0.876,-7.485,0,0.0332,0.199,0.671,131.022,happy
587xXusqiMW9gSXkNK8Zxf,What A Life (feat. Stevie Appleton),"['John Summit', 'Guz', 'Stevie Appleton']",John Summit,0.677,0.732,-5.028,0,0.0113,0.227,0.242,126.018,happy
0JpEMzTHbt2zBIXrntrXzG,Young Right Now,"['Robin Schulz', 'Dennis Lloyd']",Robin Schulz,0.539,0.708,-6.189,1,0.0129,0.0,0.381,123.039,happy
5jOhS3S7vTj9yQ4UmEk8qj,The Music Began To Play,"['Mark Knight', 'Armand Van Helden']",Mark Knight,0.738,0.936,-3.451,0,0.00151,0.707,0.27,127.022,happy
4iAADGCKIR9GkLGvAHfZUS,Beat Goes On (Rhythm to the Brain),['Campbell'],Campbell,0.821,0.781,-4.465,1,0.00563,0.0191,0.434,137.017,happy
1ap4zdsBydWPSXJqDBqtNL,Like You Do,"['D.O.D', 'Raphaella']",D.O.D,0.69,0.847,-4.565,1,0.0145,0.041,0.49,124.015,happy
7g7OshelYRRnOSEMmisJVI,Clap Your Hands,['Kungs'],Kungs,0.878,0.875,-4.923,1,0.0507,3.42e-05,0.84,124.006,happy
4qtdkdTY1t3RmlmSbWykzR,Stay the Night,"['Sigala', 'Talia Mar']",Sigala,0.636,0.936,-2.65,0,0.177,0.0,0.415,124.034,happy
09rcsC6M15EZPbCVmrqUYK,Good Life,['FAST BOY'],FAST BOY,0.638,0.821,-5.218,0,0.0197,0.0,0.458,126.013,happy
5MnmuLgPmsAFkmG5n85cna,Better (feat. Teddy Swims),"['MK', 'BURNS', 'Teddy Swims']",MK,0.624,0.966,-3.155,0,0.0729,4.84e-06,0.758,124.984,happy
28pQcTJag5xFasUq2fw9PK,Shades Of Love (feat. The Joy),"['The Blessed Madonna', 'The Joy']",The Blessed Madonna,0.577,0.902,-4.89,0,0.00778,1.32e-05,0.59,125.06,happy
3D3fw7H4zK3S6prSBncAkt,Fever,"['Lewis Thompson', 'Punctual', 'Hight']",Lewis Thompson,0.699,0.785,-5.082,1,0.0184,0.0289,0.642,126.106,happy
3yZsBXwiQkqLjnWYip17Uu,Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit,"['Vintage Culture', 'Zerky', 'Cherub']",Vintage Culture,0.782,0.728,-6.568,1,0.00245,7.9e-05,0.602,122.035,happy
3FN7IJMnUMWZXDw08ix3ot,Stop This Flame - Celeste x MK,"['Celeste', 'MK']",Celeste,0.692,0.846,-5.72,1,0.0194,2.91e-05,0.827,124.007,happy
2DVvsgWrZ4rUjupdRGYEXK,Endless Summer,"['Alan Walker', 'Zak Abel']",Alan Walker,0.588,0.804,-5.594,1,0.00265,0.0,0.381,124.055,happy
5zA3gMIFlgnhNQj39GcTqE,Set Me Free,['D.O.D'],D.O.D,0.683,0.977,-2.582,0,0.00372,0.0109,0.884,129.996,happy
4WIaDYUIlXsHi4yMF596aI,About Damn Time - Purple Disco Machine Remix,"['Lizzo', 'Purple Disco Machine']",Lizzo,0.8,0.771,-6.638,0,0.0531,0.0,0.886,118.991,happy
6oYXbji1rn7U6bFuNYekpQ,Run,"['Becky Hill', 'Galantis']",Becky Hill,0.601,0.879,-2.673,0,0.0313,0.0,0.589,124.013,happy
2hLczPN5CH5qhc6J4WBJHs,My Feelings For You - Mark Knight Remix,"['Avicii', 'Sebastien Drums', 'Mark Knight']",Avicii,0.728,0.95,-4.216,0,0.0055,0.00386,0.812,124.003,happy
0QZyAYqpbsfnBfZ4vMRSVd,Wings (I Won't Let You Down),"['Armand Van Helden', 'Karen Harding']",Armand Van Helden,0.692,0.856,-2.963,0,0.0746,1.15e-05,0.963,125.99,happy
4xWyU0pUsm25vh4v4omUkC,Shackles (Praise You),['MALARKEY'],MALARKEY,0.657,0.816,-4.819,0,0.101,0.0,0.584,120.092,happy
5kyJ6sznnWACqHbw65p34Q,Summer In New York,['Sofi Tukker'],Sofi Tukker,0.706,0.77,-6.224,0,0.397,1.84e-05,0.967,117.075,happy
1Rnx52PUuhrLrj306hOZHb,Can't Get You out of My Head - Peggy Gou’s Midnight Remix,"['Kylie Minogue', 'Peggy Gou']",Kylie Minogue,0.687,0.924,-7.324,0,0.0707,0.228,0.931,126.018,happy
2sLVs5iX0osogh4jcsAJkv,Danielle (smile on my face),['Fred again..'],Fred again..,0.678,0.931,-5.813,1,0.00159,0.0275,0.346,130.021,happy
05QGJav2nGJ9qdQ3vG9A9t,Ask Me,"['Duck Sauce', 'A-Trak', 'Armand Van Helden']",Duck Sauce,0.803,0.935,-4.915,0,0.0145,0.191,0.738,124.008,happy
33o5QF5ZEAllqV4jDnRYu7,Million Dollar Bill,"['Beyond Chicago', 'Majestic', 'Alex Mills']",Beyond Chicago,0.787,0.812,-5.742,0,0.000441,0.0192,0.823,129.962,happy
5yPEJ4UF90Km4KmLl2h4EE,All You Need Is Love,"['Nicky Romero', 'Jonas Blue', 'Nico Santos']",Nicky Romero,0.712,0.796,-6.325,1,0.0422,1.44e-05,0.605,125.994,happy
0FBdJP7yzvq88bG1keGgt4,High and I Like it,"[""it's murph"", 'Evalyn']",it's murph,0.815,0.753,-4.761,1,0.0713,0.272,0.637,127.992,happy
6p8uRRGziFLcA3QDvWxEPM,Heaven,"['Dimitri Vegas & Like Mike', 'Azteck', 'Hayley May']",Dimitri Vegas & Like Mike,0.716,0.853,-3.254,0,0.00812,0.000268,0.593,124.014,happy
6bp0sJ0l3Ab3ZU0aktsYCf,Sun Will Shine,"['Robin Schulz', 'Tom Walker']",Robin Schulz,0.534,0.714,-6.347,0,0.00633,0.0,0.415,125.99,happy
5PXZlm9dBDA8dBXxle5Da8,Better Times,"['KC Lights', 'Låpsley']",KC Lights,0.567,0.865,-5.482,1,0.0449,0.0026,0.509,126.996,happy
6iZ2inFhxOuHKxOlTwwhZq,Next To You (feat. Kane Brown),"['Loud Luxury', 'DVBBS', 'Kane Brown']",Loud Luxury,0.737,0.837,-6.448,0,0.223,0.0,0.575,118.998,happy
7uJkYfpWvJiiBGsChnk56I,Say Cheese,['Paul Russell'],Paul Russell,0.821,0.732,-3.141,0,0.0868,0.0,0.802,105.078,happy
46E2xeKBLrxS8hJ37Gq35G,Billie (loving arms),['Fred again..'],Fred again..,0.648,0.775,-4.798,1,0.0561,0.0,0.371,128.072,happy
6oELcspL4BONtElLhJfBPI,Night Feels,['AR/CO'],AR/CO,0.737,0.682,-4.2,0,0.0714,0.00916,0.393,126.028,happy
3nyebfHIhsgRvUJd9wv3u1,How You Samba,"['Kris Kross Amsterdam', 'Sofía Reyes', 'Tinie Tempah']",Kris Kross Amsterdam,0.566,0.704,-8.003,0,0.0461,3.25e-05,0.429,124.933,happy
4UQy41kC5LjzwQuiuWOpwA,Starlight (Keep Me Afloat),"['Martin Garrix', 'DubVision', 'Shaun Farrugia']",Martin Garrix,0.558,0.715,-5.231,1,0.0667,0.0,0.297,127.001,happy
7wkTF8cHGCurrfNATqvJLc,Mess It Up - Purple Disco Machine Remix,"['The Rolling Stones', 'Purple Disco Machine']",The Rolling Stones,0.674,0.843,-4.324,0,0.00133,7.01e-05,0.768,123.049,happy
50ZFpw2wS6ERvLmW8TINhq,Beg for You (feat. Rina Sawayama),"['Charli XCX', 'Rina Sawayama']",Charli XCX,0.788,0.945,-5.091,1,0.223,2.97e-06,0.466,128.036,happy
7qhFWlQpahKJT9LcL6qTH4,Disco Inferno,"['Syzz', 'Nora Van Elken']",Syzz,0.764,0.84,-4.311,1,0.00834,0.0777,0.67,126.03,happy
1TytykMo9zFzNdRbqTxfep,Feels This Good,"['Sigala', 'Mae Muller', 'Caity Baser', 'Stefflon Don']",Sigala,0.629,0.917,-2.095,0,0.0273,0.0,0.627,124.024,happy
7Iv0928rZ28KjivhAJPqfC,Love On You (feat. Griff Clawson),"['The Magician', 'A-Trak', 'Griff Clawson']",The Magician,0.765,0.672,-8.114,1,0.00948,0.348,0.342,126.02,happy
1BMFet4vUoOgpLYIl3kVMQ,Coma Cat - Purple Disco Machine Re-Work,"['Tensnake', 'Purple Disco Machine']",Tensnake,0.653,0.978,-4.868,0,0.0151,0.714,0.756,122.017,happy
4KqA0GwEKbc96WyfIZn3SV,Those Eyes,"['ARTY', 'Griff Clawson']",ARTY,0.727,0.822,-4.481,0,0.0698,0.000175,0.855,118.092,happy
1Rndhv6jSNOtPMddRd0AGT,Rain,"['Todd Edwards', 'Shermanology', 'Rudimental']",Todd Edwards,0.769,0.746,-7.918,0,0.0651,0.00415,0.494,129.983,happy
102rhgJ5PEFt62e0PumSF2,Shadow,"['Syn Cole', 'Alida']",Syn Cole,0.786,0.718,-6.292,0,0.00519,0.000977,0.525,123.951,happy
3pBv3LfvfPft2TqHleqKHo,Call On Me (feat. Georgia Ku),"['Sam Feldt', 'Georgia Ku']",Sam Feldt,0.662,0.794,-4.239,1,0.171,0.0,0.641,104.951,happy
1TRmgkGE0EdfjjAovbMpTk,Stop Loving You,['Don Diablo'],Don Diablo,0.61,0.916,-3.968,1,0.055,0.00182,0.143,122.949,happy
5d3Wbdgw3zIf8B5eGXznLL,Pyramids,"['Otto Knows', 'Alex Aris']",Otto Knows,0.692,0.845,-5.928,0,0.0116,0.0639,0.158,123.014,happy
7hmdTvWQgw2p8aG26MIdCO,Good Feeling (feat. Rhys Lewis),"['Bakermat', 'Rhys Lewis']",Bakermat,0.641,0.788,-5.817,1,0.149,0.0,0.782,147.947,happy
2KN5wY5R4gXbka8wB2kXh8,Be My One,"['Sonny Fodera', 'KOLIDESCOPES', 'Hayley May']",Sonny Fodera,0.666,0.906,-4.938,1,0.0196,0.000346,0.659,120.94,happy
1gRBmiwyf7vRj2MNRvngqQ,Burning My Bridges,['CLMD'],CLMD,0.853,0.804,-4.829,1,0.0323,1.54e-06,0.29,120.03,happy
20b1ZBMGOZjuGvNFncIIP7,Time to Groove (feat. Nonô),"['Majestic', 'Nonô']",Majestic,0.624,0.94,-3.671,0,0.000983,0.00409,0.882,128.014,happy
0KG7XrgM20KEmJrKsyFDAm,Let You Go,"['Diplo', 'TSHA', 'Kareen Lomax']",Diplo,0.584,0.955,-4.197,0,0.101,0.00243,0.486,128.04,happy
1IYlFAw4SThAoRx5DWwAjT,Heart Still Beating,"['Nathan Dawe', 'Bebe Rexha']",Nathan Dawe,0.566,0.689,-5.326,0,0.0914,0.0,0.337,140.163,happy
326yOKaTPs91elL1KW794F,Life's Too Short,"['Two Friends', 'FITZ']",Two Friends,0.648,0.795,-5.67,1,0.0275,0.0,0.364,100.032,happy
0cTDPvlLlj1T3WwUMzX6Uq,Sometimes,['Shermanology'],Shermanology,0.763,0.684,-6.776,1,0.0756,0.000182,0.745,129.063,happy
2w1rG2MPE4vF77znvevuz5,Who Do You Love,"['ARTY', 'Rozzi']",ARTY,0.537,0.964,-2.677,0,0.018,0.00138,0.509,125.992,happy
3K1RnBxBkrMwoBE8gC63eY,All Ur Luv,"['Wavedash', 'Madeon', 'Toro y Moi']",Wavedash,0.714,0.811,-3.69,0,0.0892,0.0,0.736,115.0,happy
1BXAyGazbybUVNQ0VmGsdl,Free Yourself,['Jessie Ware'],Jessie Ware,0.688,0.91,-4.496,0,0.00286,1.07e-05,0.77,119.024,happy
2c0dsTO43eKPOjdNvcgkkj,Not Alone,"['Don Diablo', 'Azteck']",Don Diablo,0.6,0.833,-5.483,1,0.0283,0.0,0.426,138.061,happy
5PY9fTLp4MPXsbeRouS8gd,More Love (feat. Secondcity),"['Noizu', 'Secondcity']",Noizu,0.572,0.951,-4.566,0,0.00373,0.0529,0.276,123.984,happy
2gTF3yPxvDpW2EAYbOVeIt,JOY (God Only Knows),['Joy Anonymous'],Joy Anonymous,0.48,0.951,-3.659,1,0.0938,0.0139,0.61,131.93,happy
2ODIVQXwaezpchs1LGE4CV,Good Morning (feat. YOU),"['Timmy Trumpet', 'Alle Farben', 'YOU']",Timmy Trumpet,0.633,0.901,-6.741,1,0.00484,0.21,0.506,130.058,happy
0KU8W0lHfsNlH7lfV1dz29,Gratitude,"['Above & Beyond', 'anamē', 'Marty Longstaff']",Above & Beyond,0.521,0.927,-4.63,1,0.00307,0.0138,0.0429,128.05,happy
5kVXjAxYDkN57tZQi0JKya,You've Got To Let Go If You Want To Be Free,"['Disclosure', 'Zedd']",Disclosure,0.658,0.908,-8.071,0,0.0335,0.0198,0.45,123.92,happy
4T5SR1krNuVLOnxSjYb8nW,"Fun, Fun, Fun",['The Beach Boys'],The Beach Boys,0.52,0.701,-8.953,1,0.222,0.0,0.965,154.177,happy
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,['Van Morrison'],Van Morrison,0.491,0.583,-10.964,1,0.185,0.0,0.908,150.566,happy
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,['Billy Joel'],Billy Joel,0.701,0.944,-2.986,1,0.0755,0.0,0.792,128.993,happy
36oetAab3pKoxcKuFhvSVo,Your Mama Don't Dance,['Loggins & Messina'],Loggins & Messina,0.539,0.612,-12.671,1,0.167,8.67e-05,0.967,146.762,happy
0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",['Simon & Garfunkel'],Simon & Garfunkel,0.606,0.457,-14.035,0,0.713,2.53e-05,0.813,92.033,happy
54eZmuggBFJbV7k248bTTt,A Horse with No Name,"['America', 'George Martin']",America,0.653,0.507,-17.18,0,0.687,0.0147,0.831,123.188,happy
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),['Looking Glass'],Looking Glass,0.716,0.625,-11.369,0,0.396,1.97e-05,0.826,125.276,happy
1fDsrQ23eTAVFElUMaf38X,American Pie,['Don McLean'],Don McLean,0.529,0.482,-11.709,0,0.7,0.0,0.492,138.453,happy
2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,['Carly Simon'],Carly Simon,0.66,0.68,-8.18,1,0.153,6.7e-06,0.671,106.187,happy
7gSQv1OHpkIoAdUiRLdmI6,I Won't Back Down,['Tom Petty'],Tom Petty,0.766,0.478,-13.487,1,0.0513,2.49e-06,0.965,114.02,happy
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,['Jimi Hendrix'],Jimi Hendrix,0.438,0.805,-6.237,1,0.00255,5.69e-05,0.564,113.253,happy
1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What a Night!)",['Frankie Valli & The Four Seasons'],Frankie Valli & The Four Seasons,0.737,0.495,-13.489,1,0.0588,9.12e-06,0.967,104.409,happy
6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,['Elton John'],Elton John,0.621,0.8,-7.284,0,0.0264,1.53e-05,0.968,149.908,happy
35ItUJlMtjOQW3SSiTCrrw,Crazy Little Thing Called Love - Remastered 2011,['Queen'],Queen,0.599,0.762,-6.887,1,0.714,4.43e-06,0.715,76.961,happy
6QhXQOpyYvbpdbyjgAqKdY,Cecilia,['Simon & Garfunkel'],Simon & Garfunkel,0.755,0.876,-8.867,1,0.357,5.17e-06,0.954,102.762,happy
