ID,Title,Acousticness,Danceability,Energy,Instrumentalness,Loudness,Mode,Tempo,Valence,Mood
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,0.145,0.733,0.71,0.115,-5.849,0,127.975,0.965,happy
4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",0.281,0.842,0.745,2.61e-05,-4.231,0,122.06,0.53,happy
6I3Evf3nNhxFA5lSM37Y0v,How To Fly,0.161,0.677,0.644,0.00178,-9.337,0,151.065,0.536,happy
6dhaX8fxmnXNZuOxmxyrvD,L.S.D,0.546,0.63,0.874,0.661,-4.183,0,135.973,0.747,happy
5wCVLW9qMtIY9IkBeyYnh6,When Am I Gonna Lose You,0.0417,0.452,0.834,0.00036,-4.657,1,142.088,0.514,happy
4nmD4awtUUCC4AGETpUiuP,Big Energy (feat. DJ Khaled) - Remix,0.0385,0.867,0.771,0,-3.688,0,106.021,0.715,happy
1kr0XkYcWe2HTuCFN3BuGA,House Song,0.886,0.293,0.131,0.14,-18.658,1,78.885,0.123,sad
2ffGZTdlRN0lNxA4LOYyTs,How Long Do I Have to Wait for You?,0.471,0.673,0.909,0.013,-3.369,0,103.941,0.969,happy
235lO0qJ7TO9lpDorTvegE,Cherry On Top,0.00466,0.62,0.817,0,-5.373,1,133.559,0.657,happy
5KXXi90Q4pjVxEapZjRC9O,GOOD DAY,0.061,0.712,0.682,0,-6.968,1,76.033,0.716,happy
0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",0.713,0.606,0.457,2.53e-05,-14.035,0,92.033,0.813,happy
451GvHwY99NKV4zdKPRWmv,Banana Pancakes,0.607,0.816,0.375,8.66e-06,-8.053,1,114.303,0.615,happy
5IMtdHjJ1OtkxbGe4zfUxQ,Escape (The Pina Colada Song),0.469,0.835,0.509,4.11e-06,-13.668,1,138.711,0.949,happy
3XJC8vRhbtm3NzHXE1XAta,If I Saw You Again,0.226,0.757,0.425,2.2e-05,-13.619,0,109.532,0.854,happy
7JgNAnCjJvL8hBR1kmCOFF,Worth It.,0.505,0.736,0.483,1.39e-05,-7.85,1,109.932,0.606,happy
2ixsaeFioXJmMgkkbd4uj1,Budapest,0.0846,0.717,0.455,0,-8.303,1,127.812,0.389,happy
6oELcspL4BONtElLhJfBPI,Night Feels,0.0714,0.737,0.682,0.00916,-4.2,0,126.028,0.393,happy
0JmnkIqdlnUzPaf8sqBRs3,Moonlight,0.518,0.642,0.706,0,-6.832,0,136.854,0.86,happy
6G7MHIvSDR3ehXPkuDFAlM,California Dreamin',0.767,0.47,0.385,0.0653,-13.159,0,112.377,0.694,happy
0u9Y12SZAZkasLZikMyzpQ,PPL,0.288,0.662,0.442,0.000544,-10.716,0,129.869,0.517,happy
6Uj1ctrBOjOas8xZXGqKk4,Woman,0.0888,0.824,0.764,0.00294,-4.175,0,107.998,0.881,happy
60rJnCfWEzBG27ROizelpE,Melanie,0.509,0.583,0.642,0.000167,-10.058,0,98.712,0.772,happy
1tqT6DhmsrtQgyCKUwotiw,I Heard It Through The Grapevine,0.272,0.711,0.362,0,-10.851,0,117.287,0.616,happy
0Lma40kLsYvMajHBwiYmll,Confusion,0.0937,0.217,0.812,0.00013,-4.89,0,85.533,0.132,happy
1tfZtA15BfJHQTUy3dqTKC,Build Me Up Buttercup (Mono),0.196,0.64,0.664,0,-4.73,1,134.002,0.879,happy
4eSZUNz2flCKs7zESV50kW,Hold My Head,0.00365,0.627,0.791,1.05e-06,-6.422,0,144.06,0.545,happy
6jGnykaS6TkWp15utXSAeI,Come Away With Me,0.902,0.436,0.141,2.81e-06,-13.271,1,76.64,0.146,happy
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,0.0206,0.457,0.757,0,-5.177,1,102.961,0.417,happy
21jGcNKet2qwijlDFuPiPb,Circles,0.189,0.695,0.763,0.00242,-3.497,1,120.042,0.551,happy
6BtmXhTJMM9sBTHeYYASGz,It's Time,0.016,0.656,0.884,0,-4.748,1,105.009,0.858,happy
01gDLZsi0j5fWC28FLPNO8,Move on Up - Extended Version,0.141,0.584,0.975,0.501,-6.534,0,138.341,0.876,happy
1GecdBfUVVohc8wdSaHvtg,Floating By,0.0239,0.463,0.877,1.86e-05,-6.314,1,169.988,0.682,happy
6N7NO9Z1Hi6la8dqG3Aoew,Lost at Sea,0.957,0.231,0.182,0.532,-13.758,0,84.318,0.117,happy
3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight,0.0624,0.632,0.856,0,-3.463,1,119.397,0.867,happy
4410U1LBFEbAXKdWpclkkD,Diamonds,0.471,0.672,0.444,0.000151,-11.925,1,129.998,0.695,happy
28285KFbyCq8sJofn58qlD,Love Train,0.186,0.743,0.572,1.44e-05,-9.627,1,122.658,0.675,happy
0WIv5qV41y6YjjB9V1biuC,Made For Me,0.122,0.796,0.468,0,-6.375,0,119.98,0.0677,sad
5uES1C2NgkdrNHiCwf9jRr,Baby Love,0.757,0.595,0.643,0,-9.275,1,135.633,0.731,happy
0xkSfBYxRMTLgrinRJlzfz,Next Exit,0.000313,0.456,0.775,0.823,-7.125,1,80.026,0.793,happy
5SjdXpQqq54uRrlSXv12i4,Sunday by the River,0.635,0.655,0.403,0.316,-9.408,0,79.983,0.276,happy
4ucjm7jDReA0IFHGfzOtoZ,All Right,0.167,0.713,0.21,0,-23.74,0,132.722,0.551,happy
2Y3y0b07K01haCxhgn5Iy3,Surfin' Detective,0.00385,0.375,0.952,0.563,-6.543,0,158.169,0.745,happy
7CRxgl5YJ2mkhM1Nyq6s8d,Postcode Lover,0.174,0.51,0.767,0,-7.396,1,89.937,0.8,happy
4m3B2gHcAGBXEJGmU2ovjZ,Say You'll Be Mine,0.198,0.768,0.637,0.00342,-14.218,1,128.458,0.86,happy
2LXISHBkx8FyoxCBkckh19,Do It Again,0.343,0.655,0.431,9.5e-06,-15.18,0,124.588,0.941,happy
2RdTAjuyXApYuZhQh7kypm,Tora,0.0367,0.507,0.704,0.00293,-7.411,0,149.749,0.309,happy
7jo8wMflELLV0oCLaHlBrZ,Equal Strain On All Parts,0.822,0.585,0.331,0.000248,-11.214,1,76.972,0.338,happy
1UiKUFbCfgbVjwY8W657Pv,When You're In Love With A Beautiful Woman,0.405,0.679,0.728,0.00261,-9.539,1,109.623,0.852,happy
2QkPmNXgmCzqbcdoYNOfhi,Sociedad de Fideos Fríos de Japón,6.49e-05,0.355,0.95,0.944,-6.72,1,96.014,0.445,happy
01MVoX9EYvKaj8WSpZRG5O,Aruarian Dance (interlude),0.974,0.704,0.0724,0.94,-21.21,1,81.969,0.341,happy
2S3sEFjnj7yGCGOqYjRT6C,Flowing Rivers,0.00704,0.686,0.712,6e-06,-9.133,1,127.936,0.771,happy
0DGTcMqvVR7fmBXgiG6jz4,Just A Cloud Away,0.432,0.89,0.46,0,-8.155,1,112.555,0.677,happy
0bePGTDjn0XuEKoN7rOMvV,Undercover Martyn,0.000244,0.454,0.873,1.73e-05,-5.072,1,159.814,0.562,happy
0rAzw6N1msr3fNzqmOLLU9,Tommy Bahama,0.108,0.401,0.895,0.0759,-5.382,1,176.009,0.726,happy
2Rhh3ZhukJfTKoBVzIYTaf,Murder On The Dancefloor - PNAU Remix,0.0924,0.696,0.827,0,-4.628,1,116.0,0.787,happy
4kP69y3GKHi9tXckfgp4bK,For Once In My Life,0.195,0.524,0.519,0,-11.903,1,110.121,0.847,happy
3e0yTP5trHBBVvV32jwXqF,Anna Sun,0.00173,0.472,0.844,0,-6.578,1,140.034,0.34,happy
4j4pPKE3xAblPIbhxScC1j,Rawnald Gregory Erickson the Second,0.229,0.9,0.538,0.843,-7.879,1,95.508,0.713,happy
36SrRVOxaL3YgE5t2VHh7k,Fresh Wind,0.224,0.629,0.522,0,-10.652,1,99.995,0.762,happy
6b6IMqP565TbtFFZg9iFf3,"I Can't Help Myself (Sugar Pie, Honey Bunch)",0.245,0.667,0.599,0,-8.894,1,127.935,0.971,happy
5ihS6UUlyQAfmp48eSkxuQ,Landslide,0.883,0.414,0.161,0.000223,-22.32,0,159.375,0.423,sad
3D0fUBloGwPcLGLyheGWXu,Dance with Me,0.551,0.565,0.392,0.000106,-10.083,1,98.485,0.493,happy
2DccHqTquzubziHAPZRdct,B-Side,0.0777,0.732,0.734,0.172,-10.574,1,104.764,0.687,happy
58G48t6eicC81u3W2OHFeq,Little Monk (feat. Karriem Riggins),0.381,0.622,0.591,0.86,-8.91,1,167.726,0.518,happy
1QEZIhNmz28cJ2Lr45MKJ4,Hot Rod Hearts - Remastered,0.334,0.601,0.487,1.6e-06,-11.119,1,118.371,0.674,happy
5BhlE0di2Qeey289ECk9IF,Sailing,0.279,0.781,0.444,0.261,-8.507,1,81.998,0.419,happy
2e9OK4HiyXyAH5oEtaxnIc,Australia Street,0.0215,0.456,0.69,0,-8.092,1,77.66,0.512,happy
6RiiSy9GzSwiyDEJDiMuKe,Something About You,0.0332,0.648,0.781,0.013,-8.736,0,133.417,0.822,happy
1BXAyGazbybUVNQ0VmGsdl,Free Yourself,0.00286,0.688,0.91,1.07e-05,-4.496,0,119.024,0.77,happy
6FE2iI43OZnszFLuLtvvmg,Classic,0.0384,0.72,0.791,0,-4.689,1,102.071,0.756,happy
18dlAFKaajLjRgBNZZ4ThU,Not My Fault (with Megan Thee Stallion),0.1,0.811,0.792,0,-6.081,0,124.01,0.854,happy
7cYuXEJSfRLZUrekVDh6jh,Valley Girl,0.461,0.394,0.525,0.413,-6.19,1,111.702,0.386,happy
6ac6RlvEhiFraIxBYHhg1j,A Pirate Looks At Forty,0.79,0.565,0.225,4.06e-05,-17.384,1,118.937,0.415,happy
7HX9f8AMBl0vQxAoAzLqhS,You Make My Dreams (Come True),0.13,0.749,0.484,0.137,-9.944,1,167.084,0.939,happy
4Haicfh6o86Q0vjsKimZvt,always learning not what to do,0.609,0.634,0.707,0.532,-6.637,1,76.989,0.542,happy
5IMlULsFntQDQrCrvRpXFd,Falling Down,0.694,0.582,0.421,0.159,-11.45,0,81.92,0.253,happy
64dLd6rVqDLtkXFYrEUHIU,New Gold (feat. Tame Impala and Bootie Brown),0.0425,0.695,0.923,0.0469,-3.93,0,108.014,0.551,happy
483Jj7XXbE0E1mHCxFAYLT,medicine,0.909,0.844,0.198,0.000155,-10.367,1,109.031,0.537,happy
1RfPf0W4OlIWROTV5Afs3S,Cotton Candy Lemonade,0.514,0.711,0.436,2.07e-05,-7.917,0,100.998,0.45,happy
5aIVCx5tnk0ntmdiinnYvw,Water,0.0856,0.673,0.722,0,-3.495,0,117.187,0.519,happy
2sLVs5iX0osogh4jcsAJkv,Danielle (smile on my face),0.00159,0.678,0.931,0.0275,-5.813,1,130.021,0.346,happy
2WVz9Mtp3E8HCblGiu3nCv,Use Me,0.0474,0.748,0.638,0.0014,-12.028,0,154.709,0.961,happy
7i3xpu7SFWvzhGa9AZyySR,Reminiscing - Remastered 2010,0.762,0.35,0.443,0.00192,-11.01,1,189.125,0.345,happy
6Et9MYUuK2OkYE3ce2F0oK,Going Gets Tough,0.225,0.501,0.769,0,-6.257,1,162.047,0.737,happy
0KyMzgnV6wtuiSXNrSwbmF,Bees,0.0231,0.588,0.855,0.00512,-5.166,1,135.98,0.82,happy
63SevszngYpZOwf63o61K4,Nevermind,0.159,0.6,0.688,1.29e-05,-8.339,0,99.977,0.0793,happy
2AhPep6xcLbpqLwo4c0P6q,No Worries,0.00741,0.742,0.8,1.23e-06,-5.773,1,95.03,0.758,happy
0ufK29CoMI8H6aWV7BXXbl,Lara,1.82e-05,0.284,0.894,0.129,-7.549,0,174.803,0.475,happy
6UnCGAEmrbGIOSmGRZQ1M2,Light On,0.201,0.657,0.569,1.38e-05,-6.287,1,102.054,0.399,happy
4r6nfH8MlWFLGXRpaNmfcv,Nova Scotia 500,0.0532,0.604,0.768,0.721,-4.515,0,135.091,0.476,happy
40SBS57su9xLiE1WqkXOVr,Afraid To Feel,0.0166,0.578,0.912,0.00362,-3.929,1,127.87,0.68,happy
63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,0.582,0.756,0.401,0.011,-10.702,0,101.954,0.514,happy
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,0.0954,0.486,0.617,3.23e-06,-7.115,0,138.015,0.417,happy
4G14XbZpRGNcMTpxwRHrB2,Key Largo,0.71,0.556,0.522,0,-9.016,1,101.737,0.322,happy
5ruzrDWcT0vuJIOMW7gMnW,The Adults Are Talking,0.0113,0.593,0.749,0.106,-5.67,1,164.959,0.649,happy
0AjmK0Eai4zGrLaJwPvrDp,Too Sweet,0.0295,0.741,0.62,0.000809,-5.505,1,117.038,0.934,happy
35w6fQ0Wnuv7aIryRx7gTq,B-A-B-Y,0.428,0.74,0.301,0,-11.975,1,113.61,0.669,happy
0QHEIqNKsMoOY5urbzN48u,Made You Look,0.34,0.834,0.522,1.59e-06,-3.574,1,145.035,0.854,happy
1eNrlXlW7Cj1QB1YUcZmpb,Campus,0.22,0.639,0.704,0.0872,-5.818,1,162.983,0.645,happy
0pDCVNozy0RLEfQpJ6bPYJ,Boys of Autumn,0.122,0.73,0.637,0.000132,-9.189,1,120.134,0.451,happy
3n69hLUdIsSa1WlRmjMZlW,Breezeblocks,0.096,0.615,0.658,0.000911,-7.299,1,150.093,0.293,happy
2vLaES21zwbX1Rnmj56Bbb,I'll Be Around,0.175,0.593,0.791,0,-8.698,0,112.295,0.63,happy
7cujJQPxdHeDz5mKLmv0bu,Something About Your Love,0.0134,0.587,0.826,0.000131,-5.728,1,122.02,0.274,happy
2lnOYfJOT8EW9UwK9M1jvz,yin to yang,0.865,0.297,0.26,0.0186,-10.917,0,78.604,0.087,happy
7CQ65pJJyym5gsmOmv3i0C,Open Up,0.193,0.692,0.457,0.00253,-10.763,1,88.732,0.214,happy
6NgvAmrhjUENGdtVQnBHx8,Cinderella,0.0732,0.721,0.823,2.18e-06,-4.596,1,102.989,0.573,happy
6wnzt59p7i8cAyuWl1avwr,If We’ll Ever Be Remembered,0.0353,0.502,0.554,0,-5.788,1,125.786,0.512,happy
1s0EhxGMlnR0E47dRmwFZe,Yes,0.309,0.538,0.518,0.943,-8.881,1,108.047,0.776,happy
1rwGdnrtWnPYBipRrjnzEm,O-o-h Child,0.00156,0.512,0.56,0.000168,-10.429,1,87.277,0.551,happy
745H5CctFr12Mo7cqa1BMH,My Girl,0.636,0.574,0.418,0,-10.739,1,104.57,0.692,happy
0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,0.358,0.543,0.87,0.000939,-6.514,1,100.804,0.754,happy
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,0.0826,0.704,0.797,0.000745,-5.927,1,139.994,0.825,happy
5SqHQPdRnsypIJEJNTspWE,Caroline,0.633,0.51,0.593,0.000831,-9.058,1,88.977,0.417,happy
55BCpfZp7sVgGBzBlGW5f0,Sonido Cósmico,0.942,0.428,0.413,0.907,-12.79,0,64.541,0.221,happy
1NpIUD4KqHaMT91kw0YV40,Honey Boy (feat. Nile Rodgers & Shenseea),0.0103,0.724,0.8,9.38e-05,-5.468,0,119.984,0.925,happy
5PQFmB2xhRkJTUWDKccBoP,You Know What I Need,0.0152,0.768,0.896,0,-3.501,0,109.959,0.829,happy
7GahBNine4Ru5Shs1GGpcr,Jealous,0.0203,0.676,0.505,0.0337,-6.557,0,175.915,0.944,happy
3o1ah1V2PJDtsCyDCpwXe4,Slowing Down,0.165,0.345,0.449,0.866,-10.434,0,83.318,0.0707,happy
7HOmCnPcSoTpaUa2XVXxfo,Too Much Love to Hide - 2005 Remaster,0.0281,0.688,0.74,9.39e-05,-10.276,1,122.698,0.934,happy
2x03XLsTZ0o86h0cfHrkKF,After Hours,0.069,0.729,0.777,0.00162,-3.991,1,121.016,0.744,happy
2MLHyLy5z5l5YRp7momlgw,Island In The Sun,0.00719,0.654,0.81,0.00251,-6.26,0,114.622,0.661,happy
6xp1u6ZEHXX8DxJIFFrVoP,Little Things x Gypsy Woman - L BEATS MASHUP,0.00423,0.644,0.879,6.91e-06,-5.204,0,126.935,0.808,happy
3boC2M1D82RuRJhUOkSHtg,Answering Machine,0.83,0.582,0.269,0.869,-16.127,1,119.93,0.0419,happy
6iCJCZqDJjmBxt07Oid6FI,Buttercup,0.199,0.623,0.763,6.52e-06,-4.412,1,108.871,0.199,happy
5OuaAMBmGjjJMK7yXpaFAK,Doctor My Eyes - 1997 Remaster,0.24,0.402,0.643,3.91e-05,-8.749,1,150.086,0.525,happy
00kvKlIvfzQLSi6T2zwXuS,Strawberry Letter 23,0.269,0.73,0.622,0.00874,-11.7,0,90.973,0.752,happy
4iG2gAwKXsOcijVaVXzRPW,Time to Pretend,8.74e-05,0.438,0.94,0.0777,-3.249,1,100.99,0.421,happy
4UQy41kC5LjzwQuiuWOpwA,Starlight (Keep Me Afloat),0.0667,0.558,0.715,0,-5.231,1,127.001,0.297,happy
54vmnIj6yLipSrw1KMK3zg,Way Out,0.928,0.351,0.358,0.895,-13.091,1,176.703,0.146,happy
3XagHd6dQ24vSujx0ADqXK,Blood Milk Moon,0.747,0.683,0.472,0.925,-10.75,0,111.778,0.615,happy
1sibZ12UhxsG33aQgcXYCp,A Promise,0.667,0.584,0.587,0.0696,-6.587,1,101.4,0.401,happy
4VywXu6umkIQ2OS0m1I79y,Better Together,0.308,0.868,0.347,2e-05,-9.529,1,110.059,0.659,happy
4Fytcp4IWboBp8s30t8geH,Spice It Up,0.00959,0.407,0.954,0.000139,-3.553,1,160.069,0.445,happy
7leW1Dmvs9A4oDh9i5Qwpz,These Words,0.017,0.595,0.989,0,-2.695,1,129.989,0.223,happy
0GONea6G2XdnHWjNZd6zt3,Summer Of '69,0.0183,0.509,0.834,0,-6.205,1,139.13,0.774,happy
4laAKIq9ZxBCwf99rauPYb,Remember,0.041,0.612,0.862,0,-2.903,1,123.849,0.354,happy
5c33j1xFVOL4G24zxYhssB,This Old Heart Of Mine (Is Weak For You),0.346,0.632,0.59,0,-10.206,1,130.287,0.953,happy
2Lumsra3kuU61wXkEKzKaK,Disco,0.0253,0.473,0.621,0.000366,-8.698,0,173.083,0.782,happy
4CoSCPlKNrWli7E5kFtbcl,Little Lies - 2017 Remaster,0.216,0.64,0.649,8.3e-05,-10.345,1,124.825,0.865,happy
1PSgxaEuyipWKRHoqsrqge,60's Baby. (feat. Madeline The Person & thekid.ACE),0.816,0.415,0.266,0.00513,-13.077,1,175.382,0.269,happy
0L3XCv9i9IHs8cJEVhsJ3J,More Than A Woman - SG's Paradise Edit,0.00469,0.679,0.762,0.23,-4.253,0,105.407,0.511,happy
6CvTEtGagmzQvkUzzyKR9k,HARLEY QUINN,0.067,0.793,0.761,0.0045,-5.482,0,125.045,0.635,happy
6QhXQOpyYvbpdbyjgAqKdY,Cecilia,0.357,0.755,0.876,5.17e-06,-8.867,1,102.762,0.954,happy
1JQ6Xm1JrvHfvAqhl5pwaA,Easy,0.111,0.591,0.387,3.23e-05,-15.077,0,132.921,0.358,happy
415dK4glwDO7fXxYg3np8B,Pictures of Girls,0.000248,0.443,0.819,0.00759,-5.502,1,154.958,0.494,happy
0TAHhMjG17P5pzlSm1sgSl,Funky Galileo,0.164,0.802,0.325,0.162,-9.327,1,110.995,0.648,happy
2ddMhH1c6ADfxdO1ExxFBW,Sol Tibi Signa Dabit,0.171,0.454,0.613,0.936,-10.733,0,180.145,0.899,happy
0tZkVZ9DeAa0MNK2gY5NtV,Baby I'm Yours,0.726,0.829,0.792,5.83e-06,-3.755,0,118.05,0.758,happy
2WGcpz55A2vrvh6foEGCNL,Calling After Me,0.00598,0.636,0.797,4.26e-06,-4.644,1,139.963,0.965,happy
5imShWWzwqfAJ9gXFpGAQh,Waiting On the World to Change,0.157,0.578,0.756,0.000232,-5.82,1,176.739,0.663,happy
1t2Hq2WIBcZINOEnK6mdJG,Save Tonight,9.24e-05,0.547,0.693,5.46e-05,-8.786,1,119.567,0.583,happy
49FHYvCtxzbtvEVZqHOBHE,Pool,0.819,0.608,0.502,0.841,-7.961,1,135.514,0.118,happy
23TcFJ0XSv7jugzpucHNW7,Marina Del Rey,0.86,0.908,0.371,0.102,-14.792,1,111.775,0.761,happy
3U5JVgI2x4rDyHGObzJfNf,Unwritten,0.00584,0.706,0.8,0,-6.333,1,100.011,0.629,happy
7AyjVbkONi9ENQOyorxsIT,Terms & Conditions,0.866,0.489,0.378,0.466,-11.451,1,109.845,0.347,happy
0GO8y8jQk1PkHzS31d699N,Tongue Tied,0.00847,0.56,0.936,0,-5.835,1,112.96,0.371,happy
2DVvsgWrZ4rUjupdRGYEXK,Endless Summer,0.00265,0.588,0.804,0,-5.594,1,124.055,0.381,happy
403SdJ62eNPjNc94vJQJOu,Japanese Posters,0.00743,0.671,0.632,8.5e-06,-6.635,0,95.028,0.829,happy
0KIpuVYhKUUUpjo6H5NvBY,After Midnight (feat. Clairo),0.0153,0.639,0.82,0.00405,-5.986,1,100.013,0.667,happy
5IXfPffHYMM9a7nrHWjh8l,"Who's Right, Who's Wrong",0.69,0.633,0.303,0.00539,-16.706,1,83.365,0.593,happy
7uJkYfpWvJiiBGsChnk56I,Say Cheese,0.0868,0.821,0.732,0,-3.141,0,105.078,0.802,happy
7D7oIpsm4trbxthAU7JMtB,Potential,0.014,0.597,0.648,0,-4.967,1,81.982,0.0878,happy
65jrjEhWfAvysKfnojk1i0,Under the Boardwalk,0.908,0.747,0.226,0.000168,-13.635,1,123.792,0.778,happy
5jOhS3S7vTj9yQ4UmEk8qj,The Music Began To Play,0.00151,0.738,0.936,0.707,-3.451,0,127.022,0.27,happy
66JOl2uj2S6t9h6BxtLhwO,Love On The Run,0.115,0.532,0.67,0.688,-7.761,1,139.984,0.338,happy
4SlCb8n5Jw52astU7GWPyV,Somebody's Baby,0.146,0.741,0.742,1.64e-05,-7.822,1,116.951,0.889,happy
5Yi6mwvMHnnh241uGjcJYy,Son Of A Son Of A Sailor,0.496,0.472,0.18,1.39e-06,-18.835,1,123.596,0.373,happy
3sTc75CCyIw4FPs6cXkOe7,Save Room,0.0451,0.69,0.572,0,-6.131,1,111.92,0.375,happy
3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,0.683,0.768,0.367,1.79e-05,-11.226,1,103.621,0.532,happy
0KG7XrgM20KEmJrKsyFDAm,Let You Go,0.101,0.584,0.955,0.00243,-4.197,0,128.04,0.486,happy
5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,0.0591,0.673,0.902,0.000227,-2.392,1,100.012,0.536,happy
7rMomVJTqGMjJnXRlgf4Wh,Do The Dance,0.353,0.58,0.41,0.0163,-7.364,1,143.681,0.426,happy
3LUWWox8YYykohBbHUrrxd,We R Who We R,0.00987,0.736,0.817,0.00167,-4.9,1,119.95,0.653,happy
5kyJ6sznnWACqHbw65p34Q,Summer In New York,0.397,0.706,0.77,1.84e-05,-6.224,0,117.075,0.967,happy
3gbBpTdY8lnQwqxNCcf795,Pompeii,0.0755,0.679,0.715,0,-6.383,1,127.435,0.571,happy
4pFJoK8BYWUFWYpwWIrAS1,Stay Away,0.0146,0.274,0.987,0,-4.407,0,182.088,0.18,happy
5dXED6MP1v1qghkaniirb1,You Can Do Magic,0.29,0.859,0.568,0,-12.516,0,129.72,0.936,happy
5Z0MrFDEIDB075We9w9276,Call Me,0.0634,0.573,0.786,0.212,-4.354,1,110.289,0.612,happy
39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All) - Edit,0.161,0.733,0.921,0.662,-7.077,1,136.996,0.729,happy
1o8Z7GD1CeOaVBEyuzu4HO,On My Mama,0.551,0.481,0.539,0.00539,-7.865,0,153.277,0.621,happy
6bp0sJ0l3Ab3ZU0aktsYCf,Sun Will Shine,0.00633,0.534,0.714,0,-6.347,0,125.99,0.415,happy
7hdNTegC0TCKKoxB6GTFH3,Lighter,0.133,0.674,0.799,0,-4.889,1,124.933,0.578,happy
7Az7rVogNu6XpLnykVI5fA,Blame Brett,0.00527,0.461,0.87,1.59e-05,-3.458,0,155.913,0.79,happy
6XaJfhwof7qIgbbXO5tIQI,Igual Que Un Ángel (with Peso Pluma),0.00449,0.695,0.592,0.000663,-5.34,0,108.001,0.482,happy
1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,0.238,0.734,0.58,0.0006,-6.619,0,119.336,0.962,happy
1yjY7rpaAQvKwpdUliHx0d,Still into You,0.0098,0.602,0.923,0,-3.763,1,136.01,0.765,happy
0ZDwhNFZnPx9EIPCcwGUHC,Hell N Back (feat. Summer Walker),0.288,0.64,0.673,2.15e-06,-4.519,0,209.942,0.736,happy
3FeyEh29dmM6pAtR90GJC7,Good Life,0.493,0.808,0.773,0,-5.097,1,95.993,0.908,happy
0fYVliAYKHuPmECRs1pbRf,Renegades,0.0144,0.526,0.862,0.0597,-6.003,1,90.052,0.528,happy
5PXZlm9dBDA8dBXxle5Da8,Better Times,0.0449,0.567,0.865,0.0026,-5.482,1,126.996,0.509,happy
0Nux6Q8aJZ1i4vUpPDBvlX,What Is Life (2014 Remaster),0.00654,0.471,0.839,0.000278,-5.928,1,131.362,0.895,happy
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,0.00614,0.737,0.846,0,-4.51,0,87.981,0.546,happy
2nGFzvICaeEWjIrBrL2RAx,Put Your Records On,0.167,0.739,0.511,1.34e-06,-7.844,1,96.038,0.542,happy
1gH1h30wkQdd9zhY3j7a8T,THE SHADE,0.391,0.898,0.509,0,-7.973,1,119.869,0.727,happy
4iAjjXGCKNQCtFklN48w7n,Every Beginning Ends,0.63,0.627,0.36,4.16e-05,-9.93,1,116.944,0.39,happy
5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,0.009,0.545,0.67,0.000822,-8.81,1,151.553,0.481,happy
6a8LfgC5aAaHNhsQcGQY1r,Antibodies - LP Giobbi Remix,0.175,0.61,0.765,1.05e-06,-4.914,1,125.028,0.243,happy
4v2rkl1mC3zVAz0nXMx9r4,Heart Of Glass,0.0548,0.77,0.654,0.000498,-6.107,1,114.82,0.686,happy
2fDHuS1PTkHBbCWWZF1ph9,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",0.0652,0.621,0.524,0.00199,-15.269,1,110.586,0.889,happy
60RaJR9WDuED6orXYyXOAR,Leap Of Faith,0.409,0.719,0.906,0.00692,-6.13,0,143.516,0.746,happy
2AYEOC02WLhUiOoaig2SEH,Out of My League,0.0387,0.545,0.968,0.00325,-3.553,0,169.965,0.527,happy
6dpLxbF7lfCAnC9QRTjNLK,Home,0.0289,0.583,0.676,0.0634,-4.44,1,77.002,0.134,happy
46E2xeKBLrxS8hJ37Gq35G,Billie (loving arms),0.0561,0.648,0.775,0,-4.798,1,128.072,0.371,happy
260Ub1Yuj4CobdISTOBvM9,Wet Dream,0.000927,0.721,0.701,0.026,-5.941,1,130.091,0.892,happy
587xXusqiMW9gSXkNK8Zxf,What A Life (feat. Stevie Appleton),0.0113,0.677,0.732,0.227,-5.028,0,126.018,0.242,happy
7sfMjwBcAatrNH46rn1YsK,Moonlight Feels Right,0.468,0.67,0.778,7.52e-05,-8.11,1,120.391,0.853,happy
4pL6ttMaK39bVEvGhDTOmE,Floating,0.132,0.589,0.677,0.0824,-11.292,0,116.033,0.114,happy
4iAADGCKIR9GkLGvAHfZUS,Beat Goes On (Rhythm to the Brain),0.00563,0.821,0.781,0.0191,-4.465,1,137.017,0.434,happy
3q4aF4bp248tWr7lAyoFHe,Let It Out,0.327,0.682,0.294,0,-15.621,1,101.538,0.598,happy
0tMMPZEt6Gyrl9FI8zSicm,Glue Song (feat. Clairo),0.778,0.621,0.393,0.00703,-9.553,1,113.925,0.53,happy
